Frontal_Inf_Oper_R,Supp_Motor_Area_R,Olfactory_L,Insula_L,Calcarine_R,Cuneus_R,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,SupraMarginal_R,Angular_L,Precuneus_R,Caudate_R,Thalamus_R,Temporal_Sup_L,Temporal_Pole_Sup_L,Temporal_Mid_R,Cerebelum_Crus1_R,Cerebelum_Crus2_R,Cerebelum_8_R,label
-2.8996855e-08,1.6109364e-09,1.1276555e-08,-6.4437455e-09,2.5774982e-08,-2.4969513e-08,-5.4771835e-08,3.54406e-08,-1.77203e-08,-6.4437455e-09,1.1276555e-08,6.443745e-08,2.255311e-08,-6.4437455e-09,-1.6109363e-08,-3.2218728e-09,-4.6717155e-08,-9.665618e-09,-3.2218728e-09,-4.832809e-08,1
8.054681e-09,1.6109364e-09,-3.2218728e-09,-1.6109363e-08,1.2243116e-07,1.9331235e-08,-6.121558e-08,1.9331235e-08,-9.665618e-08,2.8996855e-08,-4.1884345e-08,-4.510622e-08,8.86015e-09,3.54406e-08,0.0,-2.0942172e-08,-7.974135e-08,-7.08812e-08,8.054682e-08,1.6109363e-08,0
6.4437455e-09,-2.255311e-08,9.665618e-09,-4.0273407e-09,0.0,2.4164045e-08,2.5774982e-08,-6.4437455e-09,-1.0068352e-09,-1.77203e-08,6.041011e-10,-1.6109363e-08,8.054681e-09,4.631442e-09,-4.832809e-09,9.665618e-09,9.665618e-09,4.0273407e-09,8.054681e-09,3.2218728e-09,0
0.0,-2.517088e-09,-2.2150375e-09,0.0,1.2686124e-08,-1.6109363e-08,-4.832809e-09,-9.9676685e-09,4.0273407e-09,-2.0136703e-09,-1.1276555e-08,1.2887491e-08,2.2150375e-09,1.6109364e-09,-6.4437455e-09,-1.6109364e-09,3.6246068e-09,-8.054681e-09,4.832809e-09,-7.6519475e-09,0
2.255311e-08,-1.9331235e-08,-2.5774982e-08,-1.2887491e-08,1.2887491e-08,-6.4437455e-09,1.9331235e-08,-1.6109363e-08,7.732494e-08,3.2218728e-09,-2.2150375e-09,-1.2887491e-08,-3.2218725e-08,6.4437455e-09,-6.4437455e-09,8.054681e-09,5.1549964e-08,1.6109363e-08,9.665618e-09,2.5774982e-08,0
-8.054682e-10,-8.054681e-09,1.6109363e-08,-3.0205056e-09,9.665618e-09,-7.2492137e-09,-6.4437455e-09,-1.1276555e-08,2.4164044e-09,-9.665618e-09,1.6914832e-08,2.0942172e-08,3.2218728e-09,-3.2218728e-09,-1.77203e-08,-2.5774982e-08,8.054681e-09,8.457416e-09,2.4164044e-09,-7.2492137e-09,0
-1.77203e-08,-2.7385918e-08,-2.8996855e-08,-4.6717155e-08,-2.5774982e-08,3.2218728e-09,-1.2887491e-08,1.2887491e-08,2.8996855e-08,-2.9802322e-08,9.665618e-09,1.3692959e-08,7.732494e-08,-1.9331235e-08,1.9331235e-08,6.4437455e-09,-4.1884345e-08,3.2218728e-09,7.08812e-08,-2.5774982e-08,1
1.2887491e-08,-2.1407834e-08,-4.832809e-09,1.6109364e-09,8.054681e-09,2.255311e-08,-2.8996855e-08,3.3829664e-08,-6.544429e-09,-2.4164044e-09,-1.77203e-08,-1.9331235e-08,-6.4437455e-09,-1.3692959e-08,1.2082022e-09,-6.4437455e-09,8.054682e-10,-3.2218728e-09,4.0273407e-09,-4.832809e-09,0
-1.6914832e-08,3.2470435e-09,-1.6109364e-09,-4.631442e-09,1.6109364e-09,2.4164045e-08,1.5303895e-08,3.6246068e-09,-6.4437455e-09,1.4498427e-08,-9.665618e-09,-8.86015e-09,3.2218728e-09,4.0273407e-09,0.0,9.665618e-09,9.665618e-09,-4.0273407e-09,4.832809e-09,-2.255311e-08,0
-2.1908734e-07,3.866247e-08,-1.2887491e-08,-7.168667e-08,-1.9331235e-08,-3.866247e-08,-4.510622e-08,-6.2826516e-08,3.54406e-08,5.1549964e-08,-1.0309993e-07,0.0,-1.2887491e-08,9.343431e-08,-5.1549964e-08,1.6109364e-09,3.2218728e-09,-6.443745e-08,5.1549964e-08,-7.2492135e-08,1
-1.6914832e-08,-6.4437455e-09,2.5774982e-08,0.0,1.5303895e-08,-1.9331235e-08,1.1276555e-08,-1.2887491e-08,-3.2218728e-09,-3.866247e-08,-9.665618e-09,-1.2887491e-08,-2.4164045e-08,7.6519475e-09,2.5774982e-08,2.0942172e-08,3.2218728e-09,6.4437455e-09,2.9802322e-08,6.4437455e-09,1
-8.054681e-09,-8.86015e-09,1.4498427e-08,2.033807e-08,3.2722145e-09,1.1276555e-08,3.2218725e-08,-6.4437455e-09,3.2218728e-09,1.6210047e-08,3.2218728e-09,2.4164045e-08,-9.665618e-09,6.8464794e-09,-1.20820225e-08,-8.054682e-10,-1.77203e-08,2.4164044e-09,4.4300748e-08,7.2492137e-09,0
-2.0942172e-08,-8.054681e-09,6.4437455e-09,-3.2218728e-09,-8.256049e-09,-4.832809e-09,-3.2218728e-09,3.2218728e-09,1.1276555e-08,2.0942172e-08,-3.8259738e-09,-1.6109363e-08,1.77203e-08,-2.8191387e-09,-1.2887491e-08,1.20820225e-08,-1.3290225e-08,1.6109363e-08,-9.665618e-09,6.4437455e-09,1
-6.4437455e-09,1.6109363e-08,-1.3692959e-08,0.0,1.8928501e-08,1.2887491e-08,-1.9331235e-08,-1.1276555e-08,-6.4437455e-09,3.2218725e-08,-8.86015e-09,4.1884345e-08,-6.4437455e-09,5.6382774e-09,6.4437455e-09,4.0273407e-09,1.2887491e-08,-1.9331235e-08,2.2150375e-09,1.3290225e-08,1
1.9331235e-08,-1.4498427e-08,-8.054681e-09,-3.2218728e-09,-4.832809e-09,0.0,-8.054681e-09,-1.9331235e-08,-3.54406e-08,-8.054681e-09,3.2218728e-09,8.054681e-09,3.54406e-08,1.6109363e-08,-1.6109364e-09,5.6382774e-09,-1.9331235e-08,-2.7184551e-08,-3.3024197e-08,3.2218728e-09,0
1.9331235e-08,-1.2887491e-08,-1.6109364e-09,-4.832809e-09,1.0471086e-08,9.665618e-09,-3.2218728e-09,-7.2492137e-09,3.2218728e-09,-4.430075e-09,-1.6109364e-09,0.0,6.4437455e-09,-8.054682e-10,-3.2218728e-09,-1.4498427e-08,6.4437455e-09,-6.041011e-10,-1.6109364e-09,-3.2218728e-09,1
1.2082022e-09,2.4164045e-08,1.399501e-08,1.00683524e-10,0.0,-1.6109363e-08,0.0,2.5774982e-08,-2.3761311e-08,4.510622e-08,1.2283389e-08,-2.5774982e-08,1.6109364e-09,0.0,-1.6109364e-09,9.665618e-09,1.6109363e-08,-2.4164045e-08,-3.2420093e-08,-2.6177716e-09,0
-2.5774982e-08,-3.2218725e-08,2.8996855e-08,2.9802322e-08,-7.08812e-08,7.08812e-08,-1.6109363e-08,-4.832809e-08,-1.4498427e-08,4.349528e-08,-5.4771835e-08,-6.443745e-08,6.4437455e-09,5.9604645e-08,-3.2218728e-09,-2.517088e-09,2.0942172e-08,3.2218728e-09,-5.799371e-08,-3.2218725e-08,0
-6.4437455e-09,-4.832809e-09,8.86015e-09,3.2218725e-08,0.0,-4.0776826e-09,-1.2887491e-08,-3.9845503e-08,0.0,6.4437455e-09,9.665618e-09,-2.4164045e-08,0.0,-1.6109363e-08,1.9331235e-08,4.832809e-09,0.0,1.2887491e-08,9.665618e-09,1.8525768e-08,1
9.665618e-09,-1.2484756e-08,4.0273407e-09,-1.0471086e-08,1.8123034e-08,-6.4437455e-09,0.0,-6.4437455e-09,-6.4437455e-09,1.6109364e-09,-3.2218728e-09,-1.2887491e-08,1.6914832e-08,9.665618e-09,-4.0273407e-09,-2.255311e-08,-4.832809e-08,2.7385918e-08,-7.2492137e-09,3.2218728e-09,1
9.8669855e-09,-1.6512098e-08,-3.7051535e-08,-1.9331235e-08,-6.4437455e-09,2.5774982e-08,-1.2887491e-08,-2.5774982e-08,1.5303895e-08,4.1884345e-08,-1.77203e-08,-4.832809e-09,-3.060779e-08,-4.832809e-09,3.2218728e-09,-1.6109363e-08,0.0,-3.2218725e-08,4.0273407e-09,-3.2218728e-09,0
2.5774982e-08,-3.2218725e-08,-1.2887491e-08,1.6109363e-08,-3.2218725e-08,-3.2218725e-08,0.0,-1.2887491e-08,4.510622e-08,-4.510622e-08,2.255311e-08,2.5774982e-08,6.4437455e-09,4.510622e-08,-2.8996855e-08,-1.9331235e-08,3.866247e-08,-6.4437455e-09,-1.0954367e-07,-2.5774982e-08,1
-1.3531866e-07,1.2887491e-08,1.3531866e-07,-6.2826516e-08,1.3692959e-07,-4.510622e-08,-1.288749e-07,-3.866247e-08,6.443745e-08,-7.732494e-08,-1.0309993e-07,-1.3854053e-07,9.021244e-08,1.6753738e-07,-2.5774982e-08,-5.799371e-08,-1.9331236e-07,0.0,-2.5130606e-07,-5.1549964e-08,0
5.43691e-09,-2.1646958e-09,1.2887491e-08,6.6702834e-09,-6.4437455e-09,-2.8191385e-08,-2.7385918e-08,1.1276555e-08,-7.2492137e-09,4.832809e-09,1.6109364e-09,-1.2887491e-08,-8.608441e-09,8.054682e-10,-1.6109364e-09,2.9802322e-08,-1.0471086e-08,2.255311e-08,-3.2218728e-09,1.20820225e-08,0
-8.054681e-09,0.0,-2.8191385e-08,0.0,-8.86015e-09,-1.6109363e-08,-2.255311e-08,1.3692959e-08,1.9331235e-08,-2.8996855e-08,-1.2887491e-08,-3.2218728e-09,4.1884345e-08,-1.6914832e-08,0.0,3.2218728e-09,-3.2218725e-08,-4.510622e-08,-2.4164044e-09,8.054682e-10,0
0.0,-1.3692959e-08,1.9331235e-08,6.4437455e-09,9.061517e-10,4.832809e-09,3.3829664e-08,1.2887491e-08,3.2218728e-09,9.665618e-09,9.665618e-09,6.4437455e-09,1.1276555e-08,-6.4437455e-09,4.430075e-09,1.0471086e-08,-1.6109364e-09,-2.8996855e-08,-3.2218728e-09,-3.6246068e-09,1
9.665618e-09,4.832809e-09,1.6109364e-09,4.832809e-09,-3.3225562e-09,2.4164044e-09,3.2218728e-09,-2.4164044e-09,-1.9331235e-08,-8.054681e-09,4.0273407e-09,-5.4771835e-08,4.027341e-10,-7.2492137e-09,-8.054681e-09,6.041011e-10,1.6109364e-09,-6.494087e-09,9.262884e-09,2.0136703e-09,0
1.6109364e-09,-1.9331235e-08,-5.6382774e-09,-8.054681e-09,-3.2218728e-09,2.255311e-08,-1.5505263e-08,9.665618e-09,4.027341e-08,-1.9331235e-08,1.2887491e-08,2.4164044e-09,9.665618e-09,-2.4164044e-09,-7.6519475e-09,6.4437455e-09,-3.060779e-08,-2.8996855e-08,6.4437455e-09,9.665618e-09,1
-1.0471086e-08,2.0942172e-08,-2.8996855e-08,1.7317566e-08,-9.665618e-09,-1.6109364e-09,3.2218725e-08,1.9331235e-08,2.4164044e-09,-1.2082022e-09,0.0,-1.6109364e-09,-5.43691e-09,8.86015e-09,3.2218728e-09,-1.3894326e-08,3.2218728e-09,-1.9331235e-08,-2.7385918e-08,6.4437455e-09,1
-2.2150374e-08,-4.832809e-09,5.034176e-09,-1.6109364e-09,-2.4164045e-08,-4.832809e-09,-4.832809e-09,2.3358577e-08,-3.2218728e-09,-3.2218728e-09,5.6382774e-09,0.0,-1.6109364e-09,-1.1276555e-08,6.4437455e-09,1.9331235e-08,-8.054682e-10,1.9331235e-08,1.5303895e-08,7.6519475e-09,0
-1.5464988e-07,1.9331235e-08,2.5774982e-08,1.0309993e-07,9.021244e-08,-5.1549964e-08,2.255311e-08,-1.6753738e-07,6.443745e-08,1.417624e-07,3.866247e-08,6.443745e-08,9.021244e-08,4.510622e-08,2.5774982e-08,1.2887491e-08,2.2230921e-07,2.0619986e-07,2.1908734e-07,5.1549964e-08,1
-4.832809e-09,-9.262884e-09,-1.6109364e-09,-3.4232397e-09,1.1276555e-08,1.2887491e-08,-1.9331235e-08,-8.86015e-09,1.6109364e-09,-2.4164045e-08,-1.3692959e-08,-1.2887491e-08,-3.2218725e-08,4.0273407e-09,-5.235543e-09,2.3358577e-08,9.665618e-09,-5.6382774e-09,3.0205056e-09,1.6109364e-09,0
-4.832809e-09,-1.6914832e-08,-1.00683524e-10,7.047847e-10,-2.255311e-08,-1.4498427e-08,4.430075e-09,2.255311e-08,3.2218728e-09,2.4164045e-08,-6.4437455e-09,-6.4437455e-09,-1.2686124e-08,-9.8669855e-09,1.0471086e-08,1.9331235e-08,-3.2218728e-09,-1.6109363e-08,1.9331235e-08,1.2887491e-08,0
-1.2887491e-08,1.9331235e-08,-6.443745e-08,1.9331235e-08,2.835248e-07,-4.510622e-08,-1.1598742e-07,-9.021244e-08,-6.443745e-08,-7.2492137e-09,-5.1549964e-08,-1.2887491e-08,-1.2082022e-09,3.866247e-08,-2.5774982e-08,-3.3829664e-08,2.5774982e-08,9.021244e-08,1.0309993e-07,4.510622e-08,1
-6.4437455e-09,-3.2218728e-09,-3.4232397e-09,1.4095693e-08,-8.457416e-09,-4.228708e-09,-3.2218728e-09,1.20820225e-08,8.054681e-09,2.255311e-08,2.0136703e-09,-1.2887491e-08,-3.2218728e-09,-7.2492137e-09,-2.174764e-08,8.054681e-09,1.6109363e-08,-2.8996855e-08,3.2218728e-09,1.2887491e-08,0
-1.6109363e-08,1.6109364e-09,-3.2218728e-09,-3.2218728e-09,4.832809e-09,1.6109363e-08,-3.2218728e-09,3.0865792e-09,9.665618e-09,1.9331235e-08,-3.2218728e-09,-9.021244e-08,-6.4437455e-09,8.054682e-10,5.6382774e-09,3.2218728e-09,-3.2218725e-08,-1.0471086e-08,1.0068352e-09,6.1416947e-09,0
-2.255311e-08,-6.443745e-08,-8.054682e-08,-2.0942172e-08,6.765933e-08,2.5774982e-08,-1.6109363e-08,-2.5774982e-08,9.665618e-09,1.6109363e-08,-1.1276555e-08,-2.3358577e-08,-9.564934e-10,-2.8996855e-08,1.2887491e-08,-3.2218728e-09,1.4498427e-08,1.429706e-07,-6.4437455e-09,1.6109363e-08,0
1.4498427e-08,3.866247e-08,8.054681e-09,2.3358577e-08,-5.1549964e-08,-1.6109364e-09,-3.7051535e-08,2.658045e-08,6.8464794e-09,1.6109363e-08,3.9467942e-08,1.9331235e-08,1.6109363e-08,-2.2150374e-08,-2.255311e-08,9.665618e-09,6.041011e-10,3.770598e-08,-4.1884345e-08,-1.8123034e-09,1
-9.665618e-09,-1.9331235e-08,-3.2218728e-09,-9.665618e-09,-2.3358577e-08,3.54406e-08,-1.2887491e-08,1.2887491e-08,-6.4437455e-09,-3.2218728e-09,1.9331235e-08,-8.054682e-10,2.0136703e-09,-4.349528e-08,-8.054682e-10,3.060779e-08,1.77203e-08,3.9467942e-08,2.7385918e-08,6.4437455e-09,0
0.0,2.3761311e-08,9.665618e-09,-8.054681e-09,-3.2218728e-09,1.8525768e-08,1.3692959e-08,6.4437455e-09,-3.2218728e-09,-9.665618e-09,1.6109363e-08,1.20820225e-08,-1.6109363e-08,-1.9331235e-08,-1.2887491e-08,-1.9331235e-08,-3.54406e-08,3.2218728e-09,4.510622e-08,1.2887491e-08,1
1.20820225e-08,1.2887491e-08,9.665618e-09,-1.4901161e-08,-1.6109363e-08,1.4498427e-08,-1.6109363e-08,3.2218728e-09,2.8996855e-08,-1.6109363e-08,9.665618e-09,1.8525768e-08,-2.5774982e-08,-5.8396443e-09,1.912987e-08,2.2150375e-09,-1.2887491e-08,-1.4498427e-08,3.2218725e-08,-1.6109364e-09,0
3.2218728e-09,1.6109364e-09,1.2887491e-08,-4.027341e-10,-8.054681e-09,-6.4437455e-09,-4.832809e-09,8.3063906e-10,6.29272e-11,0.0,-4.832809e-09,2.0136703e-09,-1.5303895e-08,-5.6382774e-09,-5.43691e-09,-4.832809e-09,3.2218728e-09,2.0942172e-08,1.6109364e-09,1.6109364e-09,0
2.0136703e-09,1.1276555e-08,3.3829664e-08,-2.0136705e-10,2.5774982e-08,1.9331235e-08,1.2887491e-08,-4.832809e-09,1.9331235e-08,-1.6109364e-09,1.9331235e-08,-6.4437455e-09,4.0273407e-09,8.86015e-09,0.0,-2.7385918e-08,3.2218725e-08,1.9331235e-08,2.5774982e-08,0.0,1
-6.4437455e-09,-1.6109364e-09,1.2887491e-08,9.665618e-09,-6.4437455e-09,-1.2887491e-08,1.4498427e-08,-2.255311e-08,-2.8191387e-09,3.2218728e-09,2.5774982e-08,2.4768147e-08,-7.08812e-08,-6.4437455e-09,-3.2218728e-09,3.2218728e-09,0.0,-1.1276555e-08,1.9331235e-08,-2.7385918e-08,1
2.174764e-08,1.77203e-08,-1.2887491e-08,-6.4437455e-09,8.779603e-08,1.9331235e-08,0.0,-1.6109363e-08,-2.255311e-08,-6.4437455e-09,2.255311e-08,4.1884345e-08,-3.54406e-08,8.376869e-08,-1.2887491e-08,-7.6519475e-09,-5.4771835e-08,2.5774982e-08,-1.2887491e-08,-1.1276555e-08,0
8.054681e-09,-9.665618e-09,-4.510622e-08,4.9939025e-08,1.20820225e-08,2.5774982e-08,2.8996855e-08,6.4437455e-09,-3.4635132e-08,2.5774982e-08,-3.060779e-08,2.5774982e-08,-1.6109364e-09,9.665618e-09,1.9331235e-08,1.9331235e-08,-2.7385918e-08,1.9331235e-08,-8.376869e-08,-1.6109363e-08,0
0.0,0.0,-4.832809e-09,-6.0410112e-09,2.8996855e-08,1.429706e-08,3.3024197e-08,-1.6109363e-08,3.2218728e-09,0.0,9.665618e-09,3.54406e-08,-3.2218728e-09,-1.087382e-08,1.9331235e-08,8.054682e-10,2.5372248e-08,-2.255311e-08,5.9604645e-08,3.2218728e-09,0
3.2218728e-09,3.060779e-08,2.255311e-08,-1.77203e-08,1.3692959e-08,2.8996855e-08,-2.5774982e-08,6.4437455e-09,-1.0471086e-08,-3.866247e-08,-1.6109363e-08,0.0,4.0273407e-09,1.9331235e-08,9.665618e-09,-1.6109364e-09,7.410307e-08,-3.2218728e-09,1.1075187e-09,-4.430075e-09,0
6.4437455e-09,3.2218728e-09,-2.255311e-08,1.2082022e-09,4.832809e-09,-2.7385918e-08,-6.4437455e-09,8.356732e-09,4.832809e-09,3.2218728e-09,-1.4498427e-08,6.4437455e-09,-7.6519475e-09,-4.832809e-09,1.6109364e-09,-2.799002e-08,1.1276555e-08,-1.1276555e-08,-1.3290225e-08,-9.665618e-09,1
-2.0136703e-09,8.054682e-10,-3.866247e-08,4.9939025e-08,-6.4437455e-09,1.5303895e-08,1.20820225e-08,-8.054681e-09,-3.2218728e-09,-3.54406e-08,-9.665618e-09,4.0273407e-09,3.2218725e-08,-2.0942172e-08,-1.2887491e-08,-2.8996855e-08,6.4437455e-09,3.2218725e-08,0.0,-2.5774982e-08,0
-1.6109363e-08,-9.665618e-09,-2.4164045e-08,-3.2218728e-09,-3.2218725e-08,-6.4437455e-09,3.2218728e-09,9.665618e-09,4.832809e-09,6.4437455e-09,8.054681e-09,2.5774982e-08,3.2218728e-09,1.6109364e-09,5.6382774e-09,-3.1010526e-08,6.4437455e-09,-2.255311e-08,8.054681e-09,1.6109364e-09,0
-1.2887491e-08,9.665618e-09,0.0,2.4164044e-09,-1.1276555e-08,0.0,1.2887491e-08,1.2887491e-08,1.2887491e-08,4.832809e-09,0.0,-4.0273407e-09,1.3692959e-08,4.832809e-09,-3.2218728e-09,0.0,1.9331235e-08,-4.0273407e-09,-9.665618e-09,4.832809e-09,1
-8.658783e-09,6.0410112e-09,-1.2434415e-08,5.034176e-09,-3.4232397e-09,2.0942172e-08,3.8259738e-09,-1.2484756e-08,-1.3491592e-08,1.2082022e-09,-1.4498427e-08,9.665618e-09,-3.2218728e-09,-9.665618e-09,1.3692959e-08,4.832809e-09,1.6109363e-08,-3.2218728e-09,6.4437455e-09,4.832809e-09,0
4.832809e-09,1.20820225e-08,1.9331235e-08,6.0410112e-09,-2.8191387e-09,1.3692959e-08,0.0,-1.4498427e-08,-1.6109364e-09,-4.832809e-09,-1.3692959e-08,0.0,-1.2887491e-08,-1.6109364e-09,-8.054681e-09,7.6519475e-09,-8.054682e-10,9.665618e-09,-3.2218728e-09,1.2082022e-09,1
-7.732494e-08,-5.799371e-08,8.8601496e-08,-3.866247e-08,-1.0309993e-07,1.77203e-08,3.2218725e-08,9.665618e-09,-7.410307e-08,-1.6109364e-09,4.1884345e-08,7.732494e-08,1.6109363e-08,1.2887491e-08,1.6109363e-08,-1.6109364e-09,-3.2218725e-08,5.1549964e-08,-2.5774982e-08,5.799371e-08,1
-4.832809e-09,-1.1679289e-08,-1.6109363e-08,-5.6382774e-09,6.4437455e-09,8.86015e-09,2.255311e-08,-2.255311e-08,0.0,2.8996855e-08,9.665618e-09,2.5774982e-08,2.4164045e-08,-3.2218728e-09,-1.6109364e-09,-4.832809e-09,-2.8996855e-08,9.464251e-09,-9.665618e-09,5.6382774e-09,0
3.2218728e-09,-3.2218728e-09,5.6382774e-09,-1.5706629e-08,1.3088858e-09,4.0273407e-09,6.8464794e-09,4.832809e-09,-1.2887491e-08,-1.9331235e-08,1.4095693e-08,-8.054682e-10,3.2218728e-09,1.8123034e-09,7.14853e-09,1.6109364e-09,-1.6109364e-09,-2.4969513e-08,1.4498427e-08,3.2218728e-09,1
2.5774982e-08,1.2887491e-08,-9.665618e-09,-1.6109363e-08,-4.832809e-09,-3.866247e-08,-3.7051535e-08,-2.8996855e-08,-4.5911687e-08,-2.255311e-08,3.866247e-08,-1.6109363e-08,-7.2492137e-09,6.4437455e-09,-1.2887491e-08,0.0,4.0273407e-09,-3.7857003e-08,-1.2887491e-08,-4.832809e-09,0
0.0,8.86015e-09,1.1276555e-08,-7.8029725e-09,-2.4164044e-09,-1.6109364e-09,1.6109363e-08,4.832809e-09,2.8996855e-08,-1.7317566e-08,9.665618e-09,-1.0471086e-08,9.665618e-09,6.0410112e-09,8.054682e-10,-3.2218728e-09,-6.4437455e-09,-1.77203e-08,6.4437455e-09,-1.6109364e-09,0
-1.77203e-08,-1.8928501e-08,-7.2492137e-09,1.6914832e-08,1.9331235e-08,3.2218725e-08,-2.8996855e-08,-1.4498427e-08,-6.4437455e-09,6.4437455e-09,1.6109363e-08,-4.832809e-09,2.0942172e-08,-7.6519475e-09,1.9331235e-08,8.054681e-09,-2.8996855e-08,-1.5303895e-08,-4.0273407e-09,6.4437455e-09,0
-7.903656e-09,-1.7317566e-08,9.665618e-09,-6.4437455e-09,7.2492137e-09,1.9331235e-08,3.866247e-08,1.9331235e-08,-1.6109363e-08,-8.86015e-09,3.2218728e-09,-1.9331235e-08,6.4437455e-09,0.0,-8.054681e-09,-6.4437455e-09,-1.6109363e-08,-2.859412e-08,1.9331235e-08,-2.5774982e-08,0
0.0,-1.9331235e-08,1.6109363e-08,-2.0942172e-08,3.866247e-08,-3.866247e-08,-5.1549964e-08,1.9331235e-08,0.0,3.866247e-08,3.2218725e-08,6.4437455e-09,5.1549964e-08,-1.77203e-08,0.0,6.4437455e-09,1.2887491e-08,2.5774982e-08,2.255311e-08,1.9331235e-08,1
-1.6109364e-09,-1.3692959e-08,4.832809e-09,8.054682e-10,1.4498427e-08,1.2082022e-09,6.4437455e-09,-2.6177716e-08,-3.2218728e-09,-2.0136703e-09,1.3692959e-08,8.054681e-09,4.832809e-09,-2.8191387e-09,-2.4164044e-09,0.0,3.2218728e-09,-4.832809e-09,-1.7065856e-08,-8.054681e-09,1
-1.8387329e-08,2.4164044e-09,2.6177716e-09,3.398069e-09,-1.9331235e-08,2.3358577e-08,3.2218728e-09,9.665618e-09,3.2218728e-09,-1.4498427e-08,-1.6109364e-09,0.0,-3.2218728e-09,8.054681e-09,-1.6109364e-09,7.2492137e-09,-4.027341e-10,1.6109364e-09,-2.6177716e-09,6.4437455e-09,1
2.4566779e-08,4.0273407e-09,3.7857003e-08,2.4164045e-08,-3.866247e-08,9.665618e-09,-5.799371e-08,-1.9331235e-08,6.4437455e-09,1.9331235e-08,1.9331235e-08,-5.1549964e-08,8.054681e-09,8.86015e-09,9.665618e-09,7.2492137e-09,-3.2218728e-09,4.1884345e-08,1.1276555e-08,2.4164044e-09,1
1.2887491e-08,-2.362287e-08,-8.054681e-09,-7.6519475e-09,4.832809e-09,-3.2218728e-09,-2.5774982e-08,-4.4300748e-08,-1.6109364e-09,2.255311e-08,-1.0471086e-08,9.021244e-08,-1.7317566e-08,1.77203e-08,-9.9676685e-09,2.4164045e-08,2.255311e-08,-9.665618e-09,1.2887491e-08,9.665618e-09,0
